invoice_id,flagged,error_category,expected_total_cents,billed_total_cents,confidence,coverage,review_required,duplicate_record_count,canonical_invoice_row_no,source_context_complete
INV-H5-000034,1,malformed_service_date|exclusion_window_violation|cross_invoice_duplicate,1586458,1586458,0.596,0.818,True,1,34,True
INV-H5-000066,0,,3033515,3033515,0.596,0.818,True,1,66,True
INV-H5-000337,0,,2988373,2988373,0.596,0.818,True,1,337,True
INV-H5-000602,1,unit_price_mismatch,6285631,6125563,0.596,0.818,True,1,602,True
INV-H5-000966,0,,2912832,2912832,0.596,0.818,True,1,966,True
INV-H5-000046,1,wrong_unit_basis,2819235,2819235,0.601,0.833,True,1,46,True
INV-H5-000128,0,,1094027,1094027,0.601,0.833,True,1,128,True
INV-H5-000138,0,,1443715,1443715,0.601,0.833,True,1,138,True
INV-H5-000171,1,unit_price_mismatch|invoice_total_mismatch,2830349,2939365,0.601,0.833,True,1,171,True
INV-H5-000210,1,unit_price_mismatch,2115433,2003693,0.601,0.833,True,1,210,True
INV-H5-000302,0,,704292,704292,0.601,0.833,True,1,302,True
INV-H5-000414,0,,973280,973280,0.601,0.833,True,1,414,True
INV-H5-000482,0,,945245,945245,0.601,0.833,True,1,482,True
INV-H5-000505,0,,1570501,1570501,0.601,0.833,True,1,505,True
INV-H5-000576,0,,1995013,1995013,0.601,0.833,True,1,576,True
INV-H5-000608,0,,3039543,3039543,0.601,0.833,True,1,608,True
INV-H5-000636,0,,1615307,1615307,0.601,0.833,True,1,636,True
INV-H5-000655,0,,441786,441786,0.601,0.833,True,1,655,True
INV-H5-000750,0,,916379,916379,0.601,0.833,True,1,750,True
INV-H5-000863,0,,962485,962485,0.601,0.833,True,1,863,True
INV-H5-000940,0,,4135982,4135982,0.601,0.833,True,1,940,True
INV-H5-000969,1,unit_price_mismatch|contract_number_mismatch,961727,1082586,0.601,0.833,True,1,969,True
INV-H5-000981,0,,1909714,1909714,0.601,0.833,True,1,981,True
INV-H5-001016,0,,3158184,3158184,0.601,0.833,True,1,1016,True
INV-H5-000532,0,,1643101,1643101,0.606,0.846,True,1,532,True
INV-H5-000725,0,,4234755,4234755,0.607,0.85,True,1,725,True
INV-H5-001052,0,,3448607,3448607,0.607,0.85,True,1,1052,True
INV-H5-000011,0,,2091174,2091174,0.609,0.857,True,1,11,True
INV-H5-000017,0,,1203384,1203384,0.609,0.857,True,1,17,True
INV-H5-000057,1,unit_price_mismatch,1189175,1142125,0.609,0.857,True,1,57,True
INV-H5-000060,0,,1840486,1840486,0.609,0.857,True,1,60,True
INV-H5-000126,1,unit_price_mismatch,3009550,2992540,0.609,0.857,True,1,126,True
INV-H5-000157,0,,989403,989403,0.609,0.857,True,1,157,True
INV-H5-000231,0,,2501336,2501336,0.609,0.857,True,1,231,True
INV-H5-000331,1,unit_price_mismatch,3611906,3538508,0.609,0.857,True,1,331,True
INV-H5-000723,0,,1416098,1416098,0.609,0.857,True,1,723,True
INV-H5-000737,0,,3758182,3758182,0.609,0.857,True,1,737,True
INV-H5-000781,0,,1036414,1036414,0.609,0.857,True,1,781,True
INV-H5-000846,0,,3319061,3319061,0.609,0.857,True,1,846,True
INV-H5-000913,0,,1289242,1289242,0.609,0.857,True,1,913,True
INV-H5-000931,0,,2722883,2722883,0.609,0.857,True,1,931,True
INV-H5-000031,1,unit_price_mismatch,2900159,2851887,0.613,0.867,True,1,31,True
INV-H5-000478,1,unit_price_mismatch,3309328,3256708,0.613,0.867,True,1,478,True
INV-H5-000639,0,,5602433,5602433,0.613,0.867,True,1,639,True
INV-H5-000777,1,unit_price_mismatch,3392810,3286660,0.613,0.867,True,1,777,True
INV-H5-000792,0,,4177525,4177525,0.613,0.867,True,1,792,True
INV-H5-001000,0,,3543284,3543284,0.613,0.867,True,1,1000,True
INV-H5-000006,0,,3572873,3572873,0.616,0.875,True,1,6,True
INV-H5-000051,0,,1013625,1013625,0.616,0.875,True,1,51,True
INV-H5-000167,0,,1958396,1958396,0.616,0.875,True,1,167,True
INV-H5-000449,0,,945432,945432,0.616,0.875,True,1,449,True
INV-H5-000611,0,,2024008,2024008,0.616,0.875,True,1,611,True
INV-H5-000702,0,,1859589,1859589,0.616,0.875,True,1,702,True
INV-H5-000743,1,unit_price_mismatch,4211452,4139044,0.616,0.875,True,1,743,True
INV-H5-000746,1,unit_price_mismatch,1454566,1518806,0.616,0.875,True,1,746,True
INV-H5-000834,1,unit_price_mismatch,3372940,3231790,0.616,0.875,True,1,834,True
INV-H5-000943,0,,3304292,3304292,0.616,0.875,True,1,943,True
INV-H5-000976,0,,2126336,2126336,0.616,0.875,True,1,976,True
INV-H5-001028,0,,2167015,2167015,0.616,0.875,True,1,1028,True
INV-H5-001048,0,,2854497,2854497,0.616,0.875,True,1,1048,True
INV-H5-000174,0,,4402790,4402790,0.618,0.882,True,1,174,True
INV-H5-000287,0,,3476965,3476965,0.618,0.882,True,1,287,True
INV-H5-000307,1,unit_price_mismatch,5286236,5262100,0.618,0.882,True,1,307,True
INV-H5-000711,0,,4984521,4984521,0.618,0.882,True,1,711,True
INV-H5-000055,0,,3080927,3080927,0.621,0.889,True,1,55,True
INV-H5-000072,0,,993866,993866,0.621,0.889,True,1,72,True
INV-H5-000092,0,,891912,891912,0.621,0.889,True,1,92,True
INV-H5-000122,0,,959841,959841,0.621,0.889,True,1,122,True
INV-H5-000141,1,unit_price_mismatch,2532263,2430635,0.621,0.889,True,1,141,True
INV-H5-000149,0,,1192595,1192595,0.621,0.889,True,1,149,True
INV-H5-000225,0,,2353133,2353133,0.621,0.889,True,1,225,True
INV-H5-000258,0,,2362807,2362807,0.621,0.889,True,1,258,True
INV-H5-000271,0,,3460030,3460030,0.621,0.889,True,1,271,True
INV-H5-000277,0,,1806405,1806405,0.621,0.889,True,1,277,True
INV-H5-000396,0,,2695206,2695206,0.621,0.889,True,1,396,True
INV-H5-000463,0,,2680893,2680893,0.621,0.889,True,1,463,True
INV-H5-000466,1,unit_price_mismatch,4117200,4073350,0.621,0.889,True,1,466,True
INV-H5-000497,0,,2455916,2455916,0.621,0.889,True,1,497,True
INV-H5-000519,0,,2278061,2278061,0.621,0.889,True,1,519,True
INV-H5-000530,0,,2127626,2127626,0.621,0.889,True,1,530,True
INV-H5-000646,0,,797825,797825,0.621,0.889,True,1,646,True
INV-H5-000691,0,,2280369,2280369,0.621,0.889,True,1,691,True
INV-H5-000720,0,,6213572,6213572,0.621,0.889,True,1,720,True
INV-H5-000740,0,,4658729,4658729,0.621,0.889,True,1,740,True
INV-H5-000741,0,,4436600,4436600,0.621,0.889,True,1,741,True
INV-H5-000749,1,daily_cap_exceeded,1840074,1840074,0.621,0.889,True,1,749,True
INV-H5-000808,0,,2982195,2982195,0.621,0.889,True,1,808,True
INV-H5-000883,0,,4556048,4556048,0.621,0.889,True,1,883,True
INV-H5-000888,0,,2813104,2813104,0.621,0.889,True,1,888,True
INV-H5-000894,0,,2477796,2477796,0.621,0.889,True,1,894,True
INV-H5-000928,0,,1748166,1748166,0.621,0.889,True,1,928,True
INV-H5-000993,0,,1363419,1363419,0.621,0.889,True,1,993,True
INV-H5-001053,0,,1740470,1740470,0.621,0.889,True,1,1053,True
INV-H5-000137,0,,4432064,4432064,0.623,0.895,True,1,137,True
INV-H5-000175,0,,6441555,6441555,0.623,0.895,True,1,175,True
INV-H5-000336,1,unit_price_mismatch,4982897,4947817,0.623,0.895,True,1,336,True
INV-H5-000362,1,unit_price_mismatch,5482537,5358295,0.623,0.895,True,1,362,True
INV-H5-000687,0,,3121667,3121667,0.623,0.895,True,1,687,True
INV-H5-000735,0,,3490346,3490346,0.623,0.895,True,1,735,True
INV-H5-000903,0,,5071274,5071274,0.623,0.895,True,1,903,True
INV-H5-000054,0,,1736920,1736920,0.625,0.9,True,1,54,True
INV-H5-000073,1,unit_price_mismatch|invoice_total_mismatch,1689586,1718945,0.625,0.9,True,1,73,True
INV-H5-000089,0,,5946686,5946686,0.625,0.9,True,1,89,True
INV-H5-000123,0,,4309429,4309429,0.625,0.9,True,1,123,True
INV-H5-000194,0,,1741926,1741926,0.625,0.9,True,1,194,True
INV-H5-000276,0,,3189413,3189413,0.625,0.9,True,1,276,True
INV-H5-000312,1,unknown_service|bundle_not_applied,4094776,4120545,0.625,0.9,True,1,312,True
INV-H5-000328,0,,1990887,1990887,0.625,0.9,True,1,328,True
INV-H5-000338,0,,4327391,4327391,0.625,0.9,True,1,338,True
INV-H5-000383,0,,2147363,2147363,0.625,0.9,True,1,383,True
INV-H5-000386,1,unit_price_mismatch,1357638,1348868,0.625,0.9,True,1,386,True
INV-H5-000493,0,,5104874,5104874,0.625,0.9,True,1,493,True
INV-H5-000595,0,,921110,921110,0.625,0.9,True,1,595,True
INV-H5-000604,0,,1168222,1168222,0.625,0.9,True,1,604,True
INV-H5-000630,0,,3025497,3025497,0.625,0.9,True,1,630,True
INV-H5-000678,0,,3458106,3458106,0.625,0.9,True,1,678,True
INV-H5-000686,0,,2287616,2287616,0.625,0.9,True,1,686,True
INV-H5-000832,0,,3973709,3973709,0.625,0.9,True,1,832,True
INV-H5-000874,0,,2026860,2026860,0.625,0.9,True,1,874,True
INV-H5-000893,0,,2050277,2050277,0.625,0.9,True,1,893,True
INV-H5-000963,0,,2320851,2320851,0.625,0.9,True,1,963,True
INV-H5-000998,0,,3435037,3435037,0.625,0.9,True,1,998,True
INV-H5-001045,1,volume_discount_omitted,1350139,1481689,0.625,0.9,True,1,1045,True
INV-H5-000099,0,,2440671,2440671,0.628,0.909,True,1,99,True
INV-H5-000163,1,volume_discount_omitted,2631581,2638415,0.628,0.909,True,1,163,True
INV-H5-000192,0,,2729723,2729723,0.628,0.909,True,1,192,True
INV-H5-000220,1,exclusion_window_violation|cross_invoice_duplicate|premium_omitted,1460491,1458910,0.628,0.909,True,1,220,True
INV-H5-000266,0,,1350486,1350486,0.628,0.909,True,1,266,True
INV-H5-000270,0,,3541967,3541967,0.628,0.909,True,1,270,True
INV-H5-000354,0,,4271681,4271681,0.628,0.909,True,1,354,True
INV-H5-000779,0,,2261941,2261941,0.628,0.909,True,1,779,True
INV-H5-000968,1,unit_price_mismatch,2520360,2498012,0.628,0.909,True,1,968,True
INV-H5-000983,0,,3233250,3233250,0.628,0.909,True,1,983,True
INV-H5-000996,0,,1604635,1604635,0.628,0.909,True,1,996,True
INV-H5-000029,0,,3084149,3084149,0.63,0.917,True,1,29,True
INV-H5-000067,0,,1833897,1833897,0.63,0.917,True,1,67,True
INV-H5-000070,1,unit_price_mismatch,3259798,3165698,0.63,0.917,True,1,70,True
INV-H5-000106,1,volume_discount_incorrectly_applied,3884806,3869792,0.63,0.917,True,1,106,True
INV-H5-000230,0,,2166107,2166107,0.63,0.917,True,1,230,True
INV-H5-000268,0,,2965443,2965443,0.63,0.917,True,1,268,True
INV-H5-000464,1,unit_price_mismatch,2165415,2358301,0.63,0.917,True,1,464,True
INV-H5-000512,0,,2568341,2568341,0.63,0.917,True,1,512,True
INV-H5-000541,0,,1988320,1988320,0.63,0.917,True,1,541,True
INV-H5-000577,0,,3045963,3045963,0.63,0.917,True,1,577,True
INV-H5-000662,0,,2911686,2911686,0.63,0.917,True,1,662,True
INV-H5-000712,0,,2986152,2986152,0.63,0.917,True,1,712,True
INV-H5-000818,0,,3041310,3041310,0.63,0.917,True,1,818,True
INV-H5-000876,0,,1606449,1606449,0.63,0.917,True,1,876,True
INV-H5-000882,0,,3130100,3130100,0.63,0.917,True,1,882,True
INV-H5-000930,0,,2222681,2222681,0.63,0.917,True,1,930,True
INV-H5-000951,0,,1733711,1733711,0.63,0.917,True,1,951,True
INV-H5-000989,0,,2776706,2776706,0.63,0.917,True,1,989,True
INV-H5-001015,0,,2648986,2648986,0.63,0.917,True,1,1015,True
INV-H5-000024,1,unit_price_mismatch,4133155,4015825,0.633,0.923,True,1,24,True
INV-H5-000032,1,volume_discount_incorrectly_applied,3439095,3398235,0.633,0.923,True,1,32,True
INV-H5-000075,0,,3593629,3593629,0.633,0.923,True,1,75,True
INV-H5-000085,0,,4885357,4885357,0.633,0.923,True,1,85,True
INV-H5-000091,1,unit_price_mismatch|invoice_total_mismatch,2620562,2533713,0.633,0.923,True,1,91,True
INV-H5-000101,0,,2682767,2682767,0.633,0.923,True,1,101,True
INV-H5-000129,0,,2897009,2897009,0.633,0.923,True,1,129,True
INV-H5-000139,0,,2495956,2495956,0.633,0.923,True,1,139,True
INV-H5-000321,1,unit_price_mismatch,3908767,3868727,0.633,0.923,True,1,321,True
INV-H5-000411,0,,3861937,3861937,0.633,0.923,True,1,411,True
INV-H5-000496,0,,2879922,2879922,0.633,0.923,True,1,496,True
INV-H5-000545,0,,3459336,3459336,0.633,0.923,True,1,545,True
INV-H5-000819,0,,2942213,2942213,0.633,0.923,True,1,819,True
INV-H5-000849,0,,4974630,4974630,0.633,0.923,True,1,849,True
INV-H5-000854,0,,2796569,2796569,0.633,0.923,True,1,854,True
INV-H5-000868,0,,2546865,2546865,0.633,0.923,True,1,868,True
INV-H5-000898,0,,2612536,2612536,0.633,0.923,True,1,898,True
INV-H5-000923,0,,2279905,2279905,0.633,0.923,True,1,923,True
INV-H5-000934,0,,2326305,2326305,0.633,0.923,True,1,934,True
INV-H5-000972,0,,2514995,2514995,0.633,0.923,True,1,972,True
INV-H5-000215,1,wrong_unit_basis|line_total_arithmetic|contract_number_mismatch,3637056,3612056,0.635,0.929,True,1,215,True
INV-H5-000327,0,,2083022,2083022,0.635,0.929,True,1,327,True
INV-H5-000366,1,unit_price_mismatch,3247626,3151156,0.635,0.929,True,1,366,True
INV-H5-000485,0,,4221828,4221828,0.635,0.929,True,1,485,True
INV-H5-000535,0,,3226799,3226799,0.635,0.929,True,1,535,True
INV-H5-000551,1,unit_price_mismatch,3518577,3708098,0.635,0.929,True,1,551,True
INV-H5-000665,0,,2386112,2386112,0.635,0.929,True,1,665,True
INV-H5-000719,0,,3060918,3060918,0.635,0.929,True,1,719,True
INV-H5-000758,0,,3052106,3052106,0.635,0.929,True,1,758,True
INV-H5-000805,0,,1853407,1853407,0.635,0.929,True,1,805,True
INV-H5-000878,0,,3285870,3285870,0.635,0.929,True,1,878,True
INV-H5-000953,0,,3381670,3381670,0.635,0.929,True,1,953,True
INV-H5-001034,1,unit_price_mismatch,3236870,3166295,0.635,0.929,True,1,1034,True
INV-H5-001049,0,,2597006,2597006,0.635,0.929,True,1,1049,True
INV-H5-000019,0,,5587482,5587482,0.636,0.933,True,1,19,True
INV-H5-000082,0,,1637440,1637440,0.636,0.933,True,1,82,True
INV-H5-000172,0,,2060957,2060957,0.636,0.933,True,1,172,True
INV-H5-000204,0,,2237067,2237067,0.636,0.933,True,1,204,True
INV-H5-000264,0,,3724362,3724362,0.636,0.933,True,1,264,True
INV-H5-000417,0,,3478865,3478865,0.636,0.933,True,1,417,True
INV-H5-000453,0,,3086762,3086762,0.636,0.933,True,1,453,True
INV-H5-000624,1,unit_price_mismatch,5652373,5528868,0.636,0.933,True,1,624,True
INV-H5-000744,0,,1888052,1888052,0.636,0.933,True,1,744,True
INV-H5-000763,0,,4350122,4350122,0.636,0.933,True,1,763,True
INV-H5-000782,0,,4194409,4194409,0.636,0.933,True,1,782,True
INV-H5-000788,0,,4814493,4814493,0.636,0.933,True,1,788,True
INV-H5-000793,0,,4412134,4412134,0.636,0.933,True,1,793,True
INV-H5-000802,0,,3372021,3372021,0.636,0.933,True,1,802,True
INV-H5-000804,0,,3333692,3333692,0.636,0.933,True,1,804,True
INV-H5-000909,0,,5441512,5441512,0.636,0.933,True,1,909,True
INV-H5-000050,0,,5649146,5649146,0.638,0.938,True,1,50,True
INV-H5-000068,0,,3548528,3548528,0.638,0.938,True,1,68,True
INV-H5-000108,0,,3979059,3979059,0.638,0.938,True,1,108,True
INV-H5-000130,1,unit_price_mismatch,3989194,3938158,0.638,0.938,True,1,130,True
INV-H5-000177,0,,2431314,2431314,0.638,0.938,True,1,177,True
INV-H5-000198,0,,3668272,3668272,0.638,0.938,True,1,198,True
INV-H5-000247,0,,3428439,3428439,0.638,0.938,True,1,247,True
INV-H5-000261,0,,3350268,3350268,0.638,0.938,True,1,261,True
INV-H5-000358,1,unit_price_mismatch|service_date_after_invoice_date|service_date_out_of_window,4868748,4844844,0.638,0.938,True,1,358,True
INV-H5-000369,0,,2498398,2498398,0.638,0.938,True,1,369,True
INV-H5-000495,0,,3117493,3117493,0.638,0.938,True,1,495,True
INV-H5-000621,1,unit_price_mismatch,5673732,5603334,0.638,0.938,True,1,621,True
INV-H5-000627,0,,3647968,3647968,0.638,0.938,True,1,627,True
INV-H5-000640,0,,4143273,4143273,0.638,0.938,True,1,640,True
INV-H5-000684,0,,4175495,4175495,0.638,0.938,True,1,684,True
INV-H5-000731,1,unit_price_mismatch,4740558,4644014,0.638,0.938,True,1,731,True
INV-H5-000772,0,,2791902,2791902,0.638,0.938,True,1,772,True
INV-H5-000845,0,,3740476,3740476,0.638,0.938,True,1,845,True
INV-H5-000867,0,,3661673,3661673,0.638,0.938,True,1,867,True
INV-H5-000942,0,,5374484,5374484,0.638,0.938,True,1,942,True
INV-H5-000985,0,,2148190,2148190,0.638,0.938,True,1,985,True
INV-H5-001042,0,,3501437,3501437,0.638,0.938,True,1,1042,True
INV-H5-000100,0,,3030550,3030550,0.639,0.941,True,1,100,True
INV-H5-000117,1,unknown_service|malformed_service_date|volume_discount_incorrectly_applied,4017288,3951859,0.639,0.941,True,1,117,True
INV-H5-000196,0,,4867719,4867719,0.639,0.941,True,1,196,True
INV-H5-000295,0,,3107443,3107443,0.639,0.941,True,1,295,True
INV-H5-000303,0,,2917273,2917273,0.639,0.941,True,1,303,True
INV-H5-000319,0,,4256100,4256100,0.639,0.941,True,1,319,True
INV-H5-000348,0,,5280703,5280703,0.639,0.941,True,1,348,True
INV-H5-000397,0,,3038410,3038410,0.639,0.941,True,1,397,True
INV-H5-000561,0,,3029462,3029462,0.639,0.941,True,1,561,True
INV-H5-000574,1,wrong_unit_basis|service_date_out_of_window,5517874,5517874,0.639,0.941,True,1,574,True
INV-H5-000597,0,,5375354,5375354,0.639,0.941,True,1,597,True
INV-H5-000766,0,,3236206,3236206,0.639,0.941,True,1,766,True
INV-H5-000809,0,,3709085,3709085,0.639,0.941,True,1,809,True
INV-H5-000823,0,,4178286,4178286,0.639,0.941,True,1,823,True
INV-H5-000885,0,,3052669,3052669,0.639,0.941,True,1,885,True
INV-H5-000955,0,,2933020,2933020,0.639,0.941,True,1,955,True
INV-H5-000978,0,,3182051,3182051,0.639,0.941,True,1,978,True
INV-H5-000038,0,,4032028,4032028,0.64,0.944,True,1,38,True
INV-H5-000131,1,unit_price_mismatch,2407889,2360933,0.64,0.944,True,1,131,True
INV-H5-000186,1,unit_price_mismatch,4918740,4871808,0.64,0.944,True,1,186,True
INV-H5-000201,0,,1948379,1948379,0.64,0.944,True,1,201,True
INV-H5-000237,0,,4095315,4095315,0.64,0.944,True,1,237,True
INV-H5-000252,0,,3096373,3096373,0.64,0.944,True,1,252,True
INV-H5-000255,0,,3813029,3813029,0.64,0.944,True,1,255,True
INV-H5-000324,1,unit_price_mismatch,4030271,3902891,0.64,0.944,True,1,324,True
INV-H5-000379,1,unit_price_mismatch,4063888,4033858,0.64,0.944,True,1,379,True
INV-H5-000384,0,,2137955,2137955,0.64,0.944,True,1,384,True
INV-H5-000454,0,,2336688,2336688,0.64,0.944,True,1,454,True
INV-H5-000486,0,,6022833,6022833,0.64,0.944,True,1,486,True
INV-H5-000516,0,,4353279,4353279,0.64,0.944,True,1,516,True
INV-H5-000525,0,,2862739,2862739,0.64,0.944,True,1,525,True
INV-H5-000584,0,,3776180,3776180,0.64,0.944,True,1,584,True
INV-H5-000661,0,,4567534,4567534,0.64,0.944,True,1,661,True
INV-H5-000768,1,unit_price_mismatch,4845990,4798940,0.64,0.944,True,1,768,True
INV-H5-000831,0,,6376818,6376818,0.64,0.944,True,1,831,True
INV-H5-000933,0,,3206745,3206745,0.64,0.944,True,1,933,True
INV-H5-000944,0,,3745500,3745500,0.64,0.944,True,1,944,True
INV-H5-001002,0,,4031897,4031897,0.64,0.944,True,1,1002,True
INV-H5-000002,0,,4279378,4279378,0.641,0.947,True,1,2,True
INV-H5-000093,0,,5022395,5022395,0.641,0.947,True,1,93,True
INV-H5-000165,0,,5201663,5201663,0.641,0.947,True,1,165,True
INV-H5-000254,1,unit_price_mismatch,5896220,5769185,0.641,0.947,True,1,254,True
INV-H5-000296,0,,4052077,4052077,0.641,0.947,True,1,296,True
INV-H5-000388,1,unit_price_mismatch|malformed_service_date|service_date_after_invoice_date,3880992,3876375,0.641,0.947,True,1,388,True
INV-H5-000430,0,,2468285,2468285,0.641,0.947,True,1,430,True
INV-H5-000479,0,,4005762,4005762,0.641,0.947,True,1,479,True
INV-H5-000510,0,,3551089,3551089,0.641,0.947,True,1,510,True
INV-H5-000531,0,,4205716,4205716,0.641,0.947,True,1,531,True
INV-H5-000559,0,,3932186,3932186,0.641,0.947,True,1,559,True
INV-H5-000599,0,,4710156,4710156,0.641,0.947,True,1,599,True
INV-H5-000620,0,,6847291,6847291,0.641,0.947,True,1,620,True
INV-H5-000623,1,unit_price_mismatch,3845622,3728292,0.641,0.947,True,1,623,True
INV-H5-000669,0,,2121061,2121061,0.641,0.947,True,1,669,True
INV-H5-000677,0,,4755445,4755445,0.641,0.947,True,1,677,True
INV-H5-000733,0,,2697217,2697217,0.641,0.947,True,1,733,True
INV-H5-000787,1,unknown_service,4057705,4057705,0.641,0.947,True,1,787,True
INV-H5-000857,1,unit_price_mismatch,5858780,5738100,0.641,0.947,True,1,857,True
INV-H5-000859,0,,5704610,5704610,0.641,0.947,True,1,859,True
INV-H5-000891,0,,5669568,5669568,0.641,0.947,True,1,891,True
INV-H5-000916,0,,5418244,5418244,0.641,0.947,True,1,916,True
INV-H5-001038,0,,5420922,5420922,0.641,0.947,True,1,1038,True
INV-H5-000156,1,volume_discount_incorrectly_applied,5257175,5230865,0.642,0.95,True,1,156,True
INV-H5-000248,0,,5428929,5428929,0.642,0.95,True,1,248,True
INV-H5-000322,0,,5509273,5509273,0.642,0.95,True,1,322,True
INV-H5-000356,1,unit_price_mismatch,4755806,4729496,0.642,0.95,True,1,356,True
INV-H5-000371,0,,3784173,3784173,0.642,0.95,True,1,371,True
INV-H5-000429,1,malformed_service_date|bundle_not_applied,3112098,3144051,0.642,0.95,True,1,429,True
INV-H5-000448,1,unit_price_mismatch,4381255,4382042,0.642,0.95,True,1,448,True
INV-H5-000483,0,,4173702,4173702,0.642,0.95,True,1,483,True
INV-H5-000492,1,unit_price_mismatch|service_date_after_invoice_date,4254457,4256473,0.642,0.95,True,1,492,True
INV-H5-000534,0,,5819338,5819338,0.642,0.95,True,1,534,True
INV-H5-000547,0,,3531198,3531198,0.642,0.95,True,1,547,True
INV-H5-000570,0,,3899232,3899232,0.642,0.95,True,1,570,True
INV-H5-000635,0,,4600721,4600721,0.642,0.95,True,1,635,True
INV-H5-000660,0,,4607479,4607479,0.642,0.95,True,1,660,True
INV-H5-000742,0,,3877200,3877200,0.642,0.95,True,1,742,True
INV-H5-000753,0,,5223986,5223986,0.642,0.95,True,1,753,True
INV-H5-000756,0,,3690315,3690315,0.642,0.95,True,1,756,True
INV-H5-000757,0,,3684465,3684465,0.642,0.95,True,1,757,True
INV-H5-000771,0,,4783261,4783261,0.642,0.95,True,1,771,True
INV-H5-000795,0,,4861790,4861790,0.642,0.95,True,1,795,True
INV-H5-000820,0,,5225499,5225499,0.642,0.95,True,1,820,True
INV-H5-000839,0,,5260553,5260553,0.642,0.95,True,1,839,True
INV-H5-000861,0,,2993863,2993863,0.642,0.95,True,1,861,True
INV-H5-000947,0,,4197747,4197747,0.642,0.95,True,1,947,True
INV-H5-001007,0,,7584289,7584289,0.642,0.95,True,1,1007,True
INV-H5-001013,0,,3381343,3381343,0.642,0.95,True,1,1013,True
INV-H5-001022,0,,4492340,4492340,0.642,0.95,True,1,1022,True
INV-H5-000539,1,wrong_unit_basis|cross_invoice_duplicate|premium_omitted,5215971,5191731,0.643,0.952,True,1,539,True
INV-H5-000074,1,duplicate_invoice_id|contract_number_mismatch|service_date_out_of_window,3046447,3046447,0.679,1.0,True,2,829,True
INV-H5-000260,1,duplicate_invoice_id|contract_number_mismatch,3972024,3972024,0.679,1.0,True,2,908,True
INV-H5-000311,1,duplicate_invoice_id|service_date_out_of_window|cross_invoice_duplicate,3119824,3119824,0.679,1.0,True,2,363,True
INV-H5-000375,1,wrong_unit_basis|unit_price_mismatch|duplicate_invoice_id,2692253,2696113,0.679,1.0,True,2,650,True
INV-H5-000170,1,bundle_not_applied|duplicate_invoice_id|cross_invoice_duplicate,2423833,2575249,0.76,1.0,True,2,263,True
INV-H5-000799,1,wrong_unit_basis|service_date_after_invoice_date|contract_number_mismatch|service_date_out_of_window,2145842,2145842,0.779,1.0,True,1,799,True
INV-H5-000041,0,,2994005,2994005,0.787,1.0,True,1,41,True
INV-H5-000053,0,,3546215,3546215,0.787,1.0,True,1,53,True
INV-H5-000166,0,,2295203,2295203,0.787,1.0,True,1,166,True
INV-H5-000246,0,,3442900,3442900,0.787,1.0,True,1,246,True
INV-H5-000274,0,,2399839,2399839,0.787,1.0,True,1,274,True
INV-H5-000342,0,,2884665,2884665,0.787,1.0,True,1,342,True
INV-H5-000346,0,,2052053,2052053,0.787,1.0,True,1,346,True
INV-H5-000398,0,,3650033,3650033,0.787,1.0,True,1,398,True
INV-H5-000437,1,unit_price_mismatch,2203207,2193462,0.787,1.0,True,1,437,True
INV-H5-000462,0,,4367829,4367829,0.787,1.0,True,1,462,True
INV-H5-000504,0,,2419719,2419719,0.787,1.0,True,1,504,True
